review_key,nobel_api_id,laureate_name,candidate_title,candidate_role,classification,technicality_score,classification_confidence,relationship_confidence,relationship_status,warning_flags,reviewer_decision,reviewer_reason,reviewer
997::b87d420abc6ee32ce20893ddd010ad34315e1c6217f10a16eb639109dc040437::author,997,David Julius,Q136909015,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1003::b62da83417907b41b24674e9eb3f4f4d756109b2717d1de2b9f4ef61c733a75c::editor,1003,David W.C. MacMillan,Chemical Science,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1003::a0f46cc32b07c8ea09227c6af6a0d20c615a676e059dd1bf1754b3e84a30081a::author,1003,David W.C. MacMillan,Q137043169,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1040::24145aa34bef6c5e21db29d0f3a48efab6c67a5a3b2e08fd392fb6cd0617d4ce::author,1040,Demis Hassabis,Q135289592,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1040::d09afdf4a2e64f9647a82f9b237c860044311c4c9e85fca0b448ce1c8d44416f::author,1040,Demis Hassabis,Q137013604,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
93::b5188ec5e519a0ab3b5f8d426f0d5dce2878fcd97c13aef1e740f60c9df4ef1f::author,93,Dennis Gabor,"The electron microscope, its development, present performance and future possibilities",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
975::bd013c4ba989566ceec9a50ff16cd961af225900d428898ffb59e5f79bd4f284::author,975,Didier Queloz,Q135258033,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
975::3e4594fdee4d085413dad42b797782ac03e0d40d3d3a00149cdc36f68dce0e2d::author,975,Didier Queloz,Q137296466,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
267::9e10b55bc52ae6d80077f42aef31c39458cb888d87b9b2032b1fc733b3b7370c::author,267,Donald J. Cram,Container Molecules and Their Guests,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
59::865bd271a9b17a422599afdcb24ba0b4dcc633b8f4938cb3e749b51fb19ade43::author,59,E. M. Purcell,"Electricity and Magnetism (2ed, 9781139005043)",author,unknown,0.72,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
324::c087e8c6efd83d526f04fe6abfe8e7afb05c381e3324aa65b8fa501ffdab810a::author,324,Edgar Adrian,The mechanism of nervous action,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
324::9c25b6c145bfa9283d4c275dffad0c9654d807f5dc079d728687d5d1ab09fd65::author,324,Edgar Adrian,The physical background of perception / Edgar Adrian. - 1947,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
905::1430026ff98476ead5dfd488474fd8ee5dc751fdada366a1c8f39ff04f53a3f6::author,905,Edvard I. Moser,Q136794647,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
905::d150edf1834f04f6a691fd80d8db9f70b6e35ce6ce8a1016636a6ed17e318e21::author,905,Edvard I. Moser,Q136794651,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
905::cca6e5bc3a8fd5a1301f415c16aa802b4a04af3719eda105d2a504866b147939::author,905,Edvard I. Moser,Q136794652,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
905::816fd01d784c6c1ca5209bf1a0c122716b5c359108e42b547dacad8b9b6ff5b3::author,905,Edvard I. Moser,Q136794656,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
905::dd1146429f78fdc4c42fb8b6554a2358594ce23ee89e5b72a9c8807ecfbdb83c::author,905,Edvard I. Moser,Q136794658,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
905::dbd2803bb1cfeb3e84929b510fb623ca2c6da1d7d9bcf07768a2e52379988683::author,905,Edvard I. Moser,Q136949247,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
905::d828df970ad0f7efae6cbd9c231c1884245ef2573362ccc48b496c813bf5720c::author,905,Edvard I. Moser,Q136949267,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
835::c2362a0c08f90094657b3051836d2634c5e6b99a567862f8128a877d99dfd57f::author,835,Elizabeth H. Blackburn,Q122000515,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
161::4ecfb94bf0841ab441ccd98a9c6a516695aaf4a5c181fb76ad570696869d266d::author,161,Emil Fischer,Q19172261,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
293::fadab625f811eace9af77a323656a4ce8829df4d302ea19659c5051f2a00ec5e::author,293,Emil von Behring,Q134585651,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
293::cc5e26208bd25ec6e388680651eb744d20333bdae8cb59d18c565808a31246ad::author,293,Emil von Behring,Q134585810,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
293::7c46ef3fe31532a68f7cac7c3cf76751dfb4005ada659c05ed17e4a38013b57f::author,293,Emil von Behring,Q134585966,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
293::e740bf7cdff979b1d97ab9cc749f561a1be7539b0231d32958260c130cac5d70::author,293,Emil von Behring,Q134585967,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
293::6c9b15397cb6a350fa06093635193c4070e365f74a0d811f3588d493468e74a7::author,293,Emil von Behring,Q134585968,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
293::b49ef7c88a7bd6e59c95e609f25921581d78468be34b3b6cc7487f8940a9bdff::author,293,Emil von Behring,Q134585969,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
293::61c093408390aac289bb9ee0d355938ed7c9a550f662ec55bca85fa95e3b9e15::author,293,Emil von Behring,Q51483501,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
72::c3f966e994b68c04fdcb26708d5199b2ec95513d55411a87811f60720dbbdf40::editor,72,Emilio Segrè,Annual Review of Nuclear Science,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
46::7aeb73c68812a89a9766e5d8c1b49c54b3bda1ce1d73180c207021208a095c16::author,46,Enrico Fermi,Elementary Particles,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
909::3c832881ec137fef089b7b02b2b8d2ae30f40f4e6e26451d6d08ca87aa4c3244::author,909,Eric Betzig,Q136861402,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
909::5012d6e1ad4fd9adf26312e082cf24825553e15ab2d4996d7a23a019d0abf407::author,909,Eric Betzig,Q136861465,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
909::d1cd0803eec58288f9876e03c96f09ef9aa8de6143b946e3e1f7eedffb7c49a2::author,909,Eric Betzig,Q136861476,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
909::508c5227548d6788cf0862ac4422ffcf287e92028f2144be06ebc182252193eb::author,909,Eric Betzig,Q136861480,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
909::bc3549be80d073ae99ea5687509dbc926938937b32624df99ad3bb52a81e6835::author,909,Eric Betzig,Q136861499,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
909::596b456b3be4ade3bbdb4adfbbb57e58c13efdb920434b9ed3343a1854ec7cac::author,909,Eric Betzig,Q136925376,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
909::7df1d10535aa9b293a396458a0f5a67431a77d96194c4f50655ca73857019c08::author,909,Eric Betzig,Q137103861,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
454::763c159c529ac1953e498df8d7bb36f6438e60c57cda664392aa51931cad8d95::author,454,Eric F. Wieschaus,Q136822686,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
454::a21aa49b4d4c40065242b0ad81711b1d88168bb0c6cd8d9d05b6a849019ffdd0::author,454,Eric F. Wieschaus,Q136822696,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
724::4b3cc0f07fa7527f82eda2741089bd46c020d82850ffbd4c2160f2a4dcc69caa::author,724,Eric Kandel,Cellular basis of behavior : an introduction to behavioral neurobiology / Eric R. Kandel. - 1976,author,unknown,0.6,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
724::730c115d2c98c3d0a7314755e200d78f6e81f7cae4a3fb99a9deffb1bb723ead::editor,724,Eric Kandel,Handbook of Physiology. Section 1: The nervous system; 1: Cellular biology of neurons / ed. Erich R. Kandel. - 1977,editor,unknown,0.67,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
724::0e403cd02169f3224aaaad6bc13f8d9a6fdb1be763e683d0140871bcb3e8290e::author,724,Eric Kandel,In Search of Memory,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
724::6be921c8fdbb76f5cac94d6b2d90fcd716ce071d73ab333b4c1a92951fcbf960::author,724,Eric Kandel,Q136794549,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
724::d26e065bf9416a1f2216c71febd2ed3798721791fc483e85e7099f85d89d190d::author,724,Eric Kandel,The age of the unconscious,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
167::2b96ed9ba23ae27aba75f2ac6bfcfc22da75e66588e90400f4072b4e401861de::author,167,Ernest Rutherford,"Moseley, Henry Gwyn Jeffreys",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
167::b66433ec0e2958917f82a582a67ba08715b94063d80625d1a2899adcf8fbc1a8::author,167,Ernest Rutherford,Radio-activity,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
167::15c9bc691def51d0909e09a598dd025396f5f001fb0a8608aa98a403b695dcc9::author,167,Ernest Rutherford,Radioactive substances and their radiations,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
340::6cb223d21a360e94c189b00caf98ebf3d0a3c208d63173cee9fbcb79c054bafb::author,340,Ernst B. Chain,Antibiotics,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
39::14543fd79ed14ffefc3dcdceeed687be3536acde86ae8ab2f3d7bc97b2c38212::author,39,Erwin Schrödinger,Che cos’è la vita?,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
39::965a9f76b343f6ddf2323e1549d6f01716c48bdf9e5ceb66fa8569aaf7abbf88::author,39,Erwin Schrödinger,Nature and the Greeks,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
39::728540d7258dbe1b5c9297d849cb3c64fe28598cace4e384cbc8f804877bda41::author,39,Erwin Schrödinger,Q122039959,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
39::b34502eeb1105afdb9bc23d100c3f1f33fd012b62ebe6e9e2618f604808133bf::author,39,Erwin Schrödinger,Science and humanism; physics in our time,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
39::d0508bc1595bccc6a7d4b7af39d5afa7f9c86b16c5804ea41a96a6f3a2e38409::author,39,Erwin Schrödinger,What Is Life?,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::7c5b99851897e8688be1647366f04d4e9039de23d805b4d4a625348d57837966::author,963,Frances H. Arnold,Q136881524,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::40ec0e21fd3ae682a2dd49798db9aacfc7d176ca1d161d0b66bca89205c2e845::author,963,Frances H. Arnold,Q136881526,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::98cfa022ee8950e9d3e338f311ae2f11db143fbb40bea6cec6b07160a31a817d::author,963,Frances H. Arnold,Q136881527,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::e3f926b9f7de1dbbf30a214352875f0c6c0c936a61e5e1958cd4fb540807527e::author,963,Frances H. Arnold,Q136881529,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::9aee3be48f48c99bd1e24d362cd6afc652da8852498ba9ae6cc4c4681d134f84::author,963,Frances H. Arnold,Q136881530,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::50d27ed406ef00255e94ee868bde68063d5f6bbeb4deab6ec2e4200754c1e45f::author,963,Frances H. Arnold,Q136881531,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::07534f1fa5ad7ddb9fb75674707dbd59051e57fe171c2ff28994915852571af1::author,963,Frances H. Arnold,Q136881537,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::46b9b220a879600277a66ab6b1980a9b23a77e55cbb31c666889b14f511b499f::author,963,Frances H. Arnold,Q136881538,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::7d7633cd84cfee5a28e494e147a17ea7116dd981efdc20b1732e1b11c45a1af4::author,963,Frances H. Arnold,Q136881539,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::2ca5d92bb28f301224f8f827f85a82748aa14e789f9e715e6ed236c7fe1e3ba7::author,963,Frances H. Arnold,Q136952330,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::20baab1ff5b9d172accfdd1538f8129cbd5cf25e9eb9a8af1aaa19505fd19269::author,963,Frances H. Arnold,Q136952334,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::87cd3a32c3111c8139568fac405a460e7f9fcf19c2109314aa5b454bb4b20717::author,963,Frances H. Arnold,Q136952352,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::e17eebcb5199520a29c6257201d95a1e334bceaba2fd60fb180e626d381f3ca2::author,963,Frances H. Arnold,Q136952356,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::9df30f9736301e63e06fc73fcf318525f3a2ec117c1a468610fb1ddc25c13f3e::author,963,Frances H. Arnold,Q136952371,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::1522f3eac77df697dab2b3b7fae70c03b235df8949cc92158831e9e8efb7ee6b::author,963,Frances H. Arnold,Q136952372,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
963::2338263a6ed886c433e70757d8b911a994621c5a4525c7649b80e7a2144c6737::author,963,Frances H. Arnold,Q136952378,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
372::869779e13d9656d9288c7137718339cc9db886cf129fefb4bc5f7f98ee683406::author,372,Francis Crick,Life Itself: Its Origin and Nature,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
372::f113b08ae8462119c93ad2e7bd2a276fcb18edb5d9cd85fe2d9569fd919577d9::author,372,Francis Crick,What Mad Pursuit: A Personal View of Scientific Discovery,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
778::7e155a7d326b1927ee4a4abb717e0857a77bc426af5c04b5f247397c74afe817::author,778,Frank Wilczek,A Beautiful Question: Finding Nature's Deep Design,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
778::2bd2c13b4f818591737444f58f35abc66ffe29e6754ee7d630eca2473bdca901::author,778,Frank Wilczek,Fundamentals: Ten Keys to Reality,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
778::8474aa95db5bb6f983b831d26b81ca97d3c434083f621a8339d8dbd719913d2c::author,778,Frank Wilczek,The dialogues: conversations about the nature of the universe,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
380::19e8199953a2b873409affbdc890d5f57e1544549fe6dda93b21549622dff78c::author,380,François Jacob,Q116190953,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
380::5e2a2e45a911b4a83ace58898fd1602e7c258903c00d75ec9308928113a9d646::author,380,François Jacob,Q125379485,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
380::6f99e6cd29da0755e804cfb1aa95131aec1f43be8705614ea751b7aa6551b970::author,380,François Jacob,Q25382443,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
824::93e20bb9dc42a7700900b9864307ea92e0083bccdc5ec8077dc4a564491873ef::author,824,Françoise Barré-Sinoussi,Q122047798,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
179::0772cd8800521127d91e005d55e121445274cfd6e0bd0da22fc5fdf70d089146::author,179,Frederick Soddy,"Wealth, Virtual Wealth and Debt",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
193::a431fb9809c62110b61b11c1feae629e639cd3ff5574b819013d62754a6c8506::editor,193,Frédéric Joliot,La Pensée et l'Action,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
193::4e1ac10dd6286e527397b132e304df38e37dfac163740d11af620871aab64a05::editor,193,Frédéric Joliot,La Pensée et l’Action,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1036::b928ba4b53a46d93e2516bc0c1af16cb870ab28bde4d6d6561ba8ac99d4ff4eb::author,1036,Gary Ruvkun,Q136915578,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1036::33ec19fabc709f2e22b0aad2802e44f8e59dec0741d9c67e658a6514c9c31882::author,1036,Gary Ruvkun,Q136915579,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1036::64d1fd23c3fdbbacf0271c6da94ad91363b4175d6373759b7fecc7d201e8d7d0::author,1036,Gary Ruvkun,Q136915587,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1036::172fd0f40a266748fcfa929f02144428a937a0bdde4b92b57c9a325bd4fe2bd0::author,1036,Gary Ruvkun,Q136915591,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1036::2b2a738e8989e8452693b11bea2bd41c334e438fbc6f5be75e5c208add786e30::author,1036,Gary Ruvkun,Q136915596,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
1038::6b037565c1dc7c25f1ba71c0d8466028d772768063efbf07c1d466a35b146c3e::author,1038,Geoffrey Hinton,Boltzmann Machines: Constraint Satisfaction Networks that Learn,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
421::bdbc5f574a99740ea93a8bbd8d3a320e99d1c9fa183cd810f2d98c13d3088037::author,421,George D. Snell,Biology of the laboratory mouse,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
405::ea22773ec23eec6e90d97769b416ddfec9141217a00a30360df6bb676e6f31eb::editor,405,George E. Palade,Annual Review of Cell Biology,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
840::f8889dba34e277df2b1df8803d02ed8272c51178945df6f044ee149564ae618e::author,840,George E. Smith,P.O.W.: Two Years with the Vietcong,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
805::bafa9d34e7901f58a5c7e1cd0cca00f228d846926fdb111c1b6359c61b710750::author,805,George F. Smoot,George Smoot: The design of the universe,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
805::1ebe46e78841cd54bd485add35b5d91b0dbd70bb57b835df6b54c27c832b440e::author,805,George F. Smoot,Q136793271,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
805::b41eae03d292af69ad8d6e1a1f3782fe56c2e9e8ba481263af78a2fb0f448f0f::author,805,George F. Smoot,Wrinkles in Time,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
45::857e7f7de1b9ec0dffaef94d0d0773e27126a99a015c7e7d1d2f6f5bccc4916a::author,45,George Paget Thomson,The foreseeable future,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
387::af9a8a57bf4a52a31a67e319cee6d1f0fdd3673d11f7efb3ca0057067b59b58c::author,387,George Wald,"""... Therefore choose life""",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
201::3345e667a7e5981b812297bcfea76c8b4e0563237f2136c71e5cb6bde76b2171::author,201,George de Hevesy,Adventures in radioisotope research;,author,unknown,0.1,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
142::609a4d6eaadd3a82a463aa6fd178a71411ddc3c0c7a0aef828fd2afc249d6a20::author,142,Georges Charpak,Megawatts and Megatons,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
398::d6ed050d2991954c721caad4a64141022146edffb4b19dfbc279051e4495d293::author,398,Gerald M. Edelman,Neural Darwinism – The Theory of Neuronal Group Selection,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
398::c838de446037a2a49a8e82b6ee9a21002a6cc6f112a8951cdaffdcbc1b1bfc9b::author,398,Gerald M. Edelman,Wider than the Sky,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
398::a7655d5f9159263b4f038a8157c1e91928923d6cf00937019b263b3b7368c51e::author,398,Gerald M. Edelman,neural Darwinism,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
158::9b7032b2b00098c3991c6d97f4de210eb5376b33ec182a70e42736cc82eada2d::editor,158,Gerardus 't Hooft,Foundations of Physics,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
240::014ac8b84741203986e939c5e96b2c5edee603538b734f3bef58a471732de74c::author,240,Gerhard Herzberg,Infrared and Raman Spectra of Polyatomic Molecules,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
240::d8f6e769f256fb3417015c6ed632677a1a448d234b80b4b7e61b13c87679f9db::author,240,Gerhard Herzberg,Molecular Spectra and Molecular Structure,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
240::0fa812a0449c15e6db605be6c9b681841bc33bb1e5ee37cb4915946f6e7fd59b::author,240,Gerhard Herzberg,Molecular Spectra and Molecular Structure IV. Constants of Diatomic Molecules,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
240::8befb3560d21139bdd15d8db63e5401c91d5593b98c1157a894a9a31a099c277::author,240,Gerhard Herzberg,Molecular Spectra and Molecular Structure: III. Electronic Spectra and Electronic Structure of Polyatomic Molecules.,author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
240::5d80c3459111b4b935c9638e733d82bb5fb2ee82325d9438081aba3b3819a1ca::author,240,Gerhard Herzberg,"Molecular spectra and molecular structure: I,. Spectra of diatomic molecules",author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
240::1f3b358b2d1b5be78f67099ff7e1def6da5c02c2bf4b4c020b6a22d4d93a845d::author,240,Gerhard Herzberg,"Molecular spectra and molecular structure: II,. Infrared and Raman spectra of polyatomic molecules",author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
213::290de87f3f37f83cd82b0396db01fdac2f7d4e0c661e91767f15ee899d9f8a91::author,213,Glenn T. Seaborg,Elements of the Universe,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
213::fc9c65d6094f8d1809740bc16ed26f60cf3e1e0dabeac441ec5e922d2cb0c62d::editor,213,Glenn T. Seaborg,The actinide elements,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
213::a30cf7d753946bc7ccd82f1ce8ec349a629915122a3e46d5b2af6059a9ec165c::editor,213,Glenn T. Seaborg,The transuranium elements ; research papers,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
13::7e6de563443de2f9d852ee01043b31ec4d48f68c44bfb40256105f468f927cef::author,13,Guglielmo Marconi,Apparatus Employed in Wireless Telegraphy,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
13::be681a577fa1e85fed17f37bd5c2104740da69055e55954eb68940ea91f4672d::author,13,Guglielmo Marconi,Apparatus Employed in Wireless Telegraphy,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
13::9e53f8bdcebd3f2c997b8ce55c2e26b53f0badaf01ecc328672a464ad5d23911::author,13,Guglielmo Marconi,Apparatus Employed in Wireless Telegraphy,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
13::43621d5be9b1cf368610d8603e0a3614414cedbec17b62088bd626772899a5c5::author,13,Guglielmo Marconi,Apparatus Employed in Wireless Telegraphy,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
13::12e4ffd7b0a59e77acae8b8344aba1f03637d767a3f22efaeb6929732d823929::author,13,Guglielmo Marconi,Receiver for Electrical Oscillations,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
13::43c6e301ffd91a6941a7367ff4f00383ed4446c694eb1e5bcf373514dd704243::author,13,Guglielmo Marconi,Transmitting Electrical Signals,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
13::80c66f8bb9543f172b5bc343ab194d8f27092d5707aae471d1e4ae652b3d7e0d::author,13,Guglielmo Marconi,Wireless Signaling System,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
751::67105c488e650f6db391689eaf9b36dcd17c40778f9e32c7dd9b272df05bff70::author,751,H. Robert Horvitz,Q136948168,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
751::3dd8c568822f241557fc825c948662d48515b4aacee659570b3604d1c4d45f09::author,751,H. Robert Horvitz,Q136948170,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
751::7b1ccb4879935a90a1183aed9700334d787986f04ff13a6e396e13e829215213::author,751,H. Robert Horvitz,Q136948173,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
