nobel_api_id,laureate_name,openlibrary_author_id,candidate_name,confidence,status
288,John E. Walker,OL3589405A,John E. Walker,0.25,review
288,John E. Walker,OL3561356A,John E Walker,0.25,review
288,John E. Walker,OL7499535A,"John H.; Walker, Howard E. Coles",0.00,review
288,John E. Walker,OL12793585A,"Walker, Edward E.; Lindquist, John H.; Morey, Roy D.; Walker, Donald E.",0.00,review
288,John E. Walker,OL3624439A,"Joseph E, Ed., Jim Kinter, Samuel E. Dyke, John W. W. Loose, Rollin C. Steinmetz, G. Terry Madonna, Frederic Shriver Klein, J. Samuel Walker Walker",0.00,review
356,John F. Enders,OL15855024A,John F. Enders,0.25,review
1037,John J. Hopfield,OL13382975A,John J. Hopfield,0.25,review
792,John L. Hall,OL1173128A,John L. Hall,0.25,review
792,John L. Hall,OL4665021A,John L. Hall,0.25,review
862,Jules A. Hoffmann,OL3066256A,Jules A. Hoffmann,0.25,review
862,Jules A. Hoffmann,OL13526522A,Jules A Hoffmann,0.25,review
1024,Katalin Karikó,OL12463653A,Katalin Karikó,0.25,review
386,Keffer Hartline,OL2128918A,H. Keffer Hartline,0.00,review
257,Kenichi Fukui,OL3897835A,Kenichi Fukui,0.25,review
257,Kenichi Fukui,OL397714A,Kenʼichi Fukui,0.00,review
257,Kenichi Fukui,OL8742844A,Kenʼichi Fukui,0.00,review
257,Kenichi Fukui,OL15321132A,"Prof. Dr. Gaston Berthier, Prof. Dr.Michael J.S. Dewar, Prof. Dr. Hanns Fischer, Prof. Kenichi Fukui, Prof. Dr. George G. Hall, Prof. Dr. Hermann Hartmann, Prof. Dr. Hans H. Jaffe, Prof. Joshua Jortner, Prof. Dr. Werner Kutnelnigg, Prof. Dr. Klaus Ruedenberg and Prof. Dr. Eolo Scrocco",0.00,review
126,Klaus von Klitzing,OL7211933A,Klaus von Klitzing,0.25,review
757,Koichi Tanaka,OL5418707A,Koichi Tanaka,0.25,review
757,Koichi Tanaka,OL6462302A,Kōichi Tanaka,0.00,review
757,Koichi Tanaka,OL1522413A,Kōichi Tanaka,0.00,review
757,Koichi Tanaka,OL13673493A,Kôichi Tanaka,0.00,review
757,Koichi Tanaka,OL12090384A,Kōichi Tanaka,0.00,review
757,Koichi Tanaka,OL15916657A,Kōichi Tanaka,0.00,review
757,Koichi Tanaka,OL3590103A,Richard Koichi Tanaka,0.00,review
378,Konrad Bloch,OL3417791A,Konrad Bloch,0.25,review
378,Konrad Bloch,OL6232154A,Konrad Bloch,0.25,review
378,Konrad Bloch,OL15415779A,konrad bloch,0.25,review
378,Konrad Bloch,OL13115282A,ET AL KONRAD BLOCH,0.00,review
378,Konrad Bloch,OL580481A,Konrad Emil Bloch,0.00,review
378,Konrad Bloch,OL9716287A,Konrad E. Bloch,0.00,review
378,Konrad Bloch,OL12516602A,Konrad Emil Bloch,0.00,review
378,Konrad Bloch,OL14796219A,Konrad A. Bloch,0.00,review
378,Konrad Bloch,OL11786578A,Konrad Emil 1912- Bloch,0.00,review
211,Kurt Alder,OL139492A,Kurt Alder,0.25,review
211,Kurt Alder,OL14080440A,Kurt Alder,0.25,review
758,Kurt Wüthrich,OL8948521A,Kurt Wüthrich,0.25,review
758,Kurt Wüthrich,OL1189486A,Kurt Wüthrich,0.25,review
758,Kurt Wüthrich,OL3226791A,Kurt Wuthrich,0.00,review
221,Lord Todd,OL3650738A,Todd Lord,0.00,review
1030,Louis Brus,OL6896409A,Louis François Régis Adolphe Richond des Brus,0.00,review
459,Louis J. Ignarro,OL2647464A,Louis J. Ignarro,0.25,review
459,Louis J. Ignarro,OL4211692A,Dr Louis J. Ignarro,0.00,review
89,Luis Alvarez,OL470967A,Luis Alvarez,0.25,review
89,Luis Alvarez,OL267322A,Larresoro.,0.00,review
89,Luis Alvarez,OL9834250A,Luis Álvarez,0.00,review
89,Luis Alvarez,OL5004784A,Luis Álvarez Álvarez,0.00,review
89,Luis Alvarez,OL10270672A,JUAN LUIS ÁLVAREZ,0.00,review
89,Luis Alvarez,OL85453A,Luis Alvarez Alvarez,0.00,review
89,Luis Alvarez,OL12576135A,Luis Álvarez Pérez,0.00,review
89,Luis Alvarez,OL5561434A,Luis Alvarez-Gaumé,0.00,review
89,Luis Alvarez,OL1631416A,Carlos Luis Alvarez,0.00,review
89,Luis Alvarez,OL1638061A,Luis Alvarez Barret,0.00,review
89,Luis Alvarez,OL4583022A,Luis Alvarez López,0.00,review
89,Luis Alvarez,OL4226676A,Luis Alvarez Perez,0.00,review
89,Luis Alvarez,OL10276734A,José Luis Álvarez,0.00,review
89,Luis Alvarez,OL664927A,Luis Alvarez-Lajonchere,0.00,review
89,Luis Alvarez,OL12618216A,Luis Álvarez Álvarez,0.00,review
89,Luis Alvarez,OL1090578A,Luis Alvarez Lencero,0.00,review
89,Luis Alvarez,OL2767386A,José Luis Alvarez,0.00,review
89,Luis Alvarez,OL12527648A,Luis Álvarez-Vallina,0.00,review
89,Luis Alvarez,OL666773A,Luis Alvarez Quispe,0.00,review
89,Luis Alvarez,OL783317A,Luis Alvarez López,0.00,review
827,Makoto Kobayashi,OL41868A,Makoto Kobayashi,0.25,review
827,Makoto Kobayashi,OL5393313A,Makoto Kobayashi,0.25,review
827,Makoto Kobayashi,OL12291018A,MAKOTO KOBAYASHI,0.25,review
827,Makoto Kobayashi,OL5030985A,Makoto Kobayashi,0.25,review
827,Makoto Kobayashi,OL15485463A,Makoto Kobayashi Hitoshi Nakagawa,0.00,review
282,Mario J. Molina,OL9506966A,Mario J. Molina,0.25,review
282,Mario J. Molina,OL9839596A,J. Mario Molina,0.00,review
390,Marshall W. Nirenberg,OL4436738A,Marshall W. Nirenberg,0.25,review
147,Martin L. Perl,OL456046A,Martin L. Perl,0.25,review
147,Martin L. Perl,OL6293648A,"Perl, Martin L",0.00,review
754,Masatoshi Koshiba,OL5663981A,Masatoshi Koshiba,0.25,review
391,Max Delbrück,OL8129864A,Max Delbrück,0.25,review
391,Max Delbrück,OL1123494A,Max Delbrück,0.25,review
391,Max Delbrück,OL4737602A,Max Delbrück,0.25,review
391,Max Delbrück,OL3245482A,Max Delbruck,0.00,review
986,Michael Houghton,OL5415013A,Michael Houghton,0.25,review
986,Michael Houghton,OL942411A,Michael Houghton Millar,0.00,review
432,Michael S. Brown,OL293588A,Michael S. Brown,0.25,review
432,Michael S. Brown,OL15977888A,Michael S. Brown,0.25,review
432,Michael S. Brown,OL15977892A,Michael S. Brown,0.25,review
432,Michael S. Brown,OL9284052A,Mr. Michael S. Brown Sr.,0.00,review
432,Michael S. Brown,OL21056A,Robert McAfee Brown,0.00,review
432,Michael S. Brown,OL1317577A,Michael Stuart Brown,0.00,review
432,Michael S. Brown,OL3718869A,S. Michael Brown,0.00,review
432,Michael S. Brown,OL11415338A,"Hanson, Michael H, Brown, Eric S, Bondoni, Gustavo, Cordova, Jason",0.00,review
432,Michael S. Brown,OL13492024A,Donald C. Orlich; Robert J. Harder; Michael S. Trevisan; Abbie H. Brown; Darcy E. Miller,0.00,review
432,Michael S. Brown,OL11420255A,"Stacey Abrams, Brandon Bachelor, Enrique Barrera, Erica S. Braswell, Michael D. Brown, Christopher Daly, Prasi Gupta, Sharon King, Jose Malvido, Nyree",0.00,review
429,Niels K. Jerne,OL11754216A,Niels K. Jerne,0.25,review
238,Odd Hassel,OL2322857A,Odd Hassel,0.25,review
238,Odd Hassel,OL783849A,Odd Anker Hassel,0.00,review
723,Paul Greengard,OL1865731A,Paul Greengard,0.25,review
723,Paul Greengard,OL9723508A,Paul Greengard,0.25,review
723,Paul Greengard,OL3573225A,PAUL GREENGARD,0.25,review
723,Paul Greengard,OL3620241A,"Paul; Robison, G. Alan (eds.) Greengard",0.00,review
922,Paul Modrich,OL9723503A,Paul Modrich,0.25,review
815,Peter Grünberg,OL12826575A,Peter Grünberg,0.25,review
815,Peter Grünberg,OL16284267A,Peter Christian Grünberg,0.00,review
815,Peter Grünberg,OL6598863A,Florence Guggenheim-Grünberg/Peter Stein,0.00,review
251,Peter Mitchell,OL2665283A,Peter Mitchell,0.25,review
251,Peter Mitchell,OL4382373A,Peter Mitchell,0.25,review
251,Peter Mitchell,OL5932990A,Peter Mitchell,0.25,review
251,Peter Mitchell,OL5375365A,Peter Mitchell,0.25,review
251,Peter Mitchell,OL765367A,"Mitchell, Timothy",0.00,review
251,Peter Mitchell,OL5924597A,John Peter Mitchell,0.00,review
251,Peter Mitchell,OL9516414A,Peter Peter Mitchell,0.00,review
251,Peter Mitchell,OL14257328A,Paul Peter Mitchell,0.00,review
251,Peter Mitchell,OL15495809A,Peter Mitchell Blumberg,0.00,review
251,Peter Mitchell,OL7485982A,Peter Mitchell FSA,0.00,review
251,Peter Mitchell,OL114148A,Peter Chalmers Mitchell,0.00,review
251,Peter Mitchell,OL733261A,"Mitchell, Peter",0.00,review
251,Peter Mitchell,OL983100A,"Mitchell, Peter",0.00,review
251,Peter Mitchell,OL414902A,"Mitchell, Peter",0.00,review
251,Peter Mitchell,OL177527A,"Mitchell, Peter",0.00,review
251,Peter Mitchell,OL3310828A,Peter R. Mitchell,0.00,review
251,Peter Mitchell,OL594554A,Mitchell Peter Pries,0.00,review
251,Peter Mitchell,OL1715889A,Peter MacVicar Mitchell,0.00,review
251,Peter Mitchell,OL2150858A,Peter Dennis Mitchell,0.00,review
251,Peter Mitchell,OL3474740A,Peter K. Mitchell,0.00,review
1026,Pierre Agostini,OL1307260A,Pierre Agostini,0.25,review
1026,Pierre Agostini,OL13419793A,Jean-Pierre Agostini,0.00,review
941,Rainer Weiss,OL1568194A,Rainer Weiss,0.25,review
941,Rainer Weiss,OL15948746A,Rainer Weiss,0.25,review
941,Rainer Weiss,OL13321105A,Rainer Weiss-Reuter,0.00,review
941,Rainer Weiss,OL194906A,Rainer-Maria Weiss,0.00,review
941,Rainer Weiss,OL14089268A,"Weiss, Rainer Mag",0.00,review
941,Rainer Weiss,OL1924490A,"Weiss, Rainer Dipl.-Kfm.",0.00,review
941,Rainer Weiss,OL16165858A,Rainer-Maria Weiss,0.00,review
941,Rainer Weiss,OL7869156A,"David Kramer,Rainer Keller,Jan-Philipp Weiss",0.00,review
753,Raymond Davis Jr.,OL2840100A,Raymond Davis Jr.,0.25,review
753,Raymond Davis Jr.,OL9530469A,"Davis, Jr., Raymond",0.00,review
753,Raymond Davis Jr.,OL8129449A,"Davis, Raymond, Jr.",0.00,review
755,Riccardo Giacconi,OL2756795A,Riccardo Giacconi,0.25,review
851,Richard F. Heck,OL1354204A,Richard F. Heck,0.25,review
851,Richard F. Heck,OL4749462A,Richard F. Heck,0.25,review
1054,Richard Robson,OL10432760A,Richard Robson Brettell,0.00,review
1054,Richard Robson,OL11885572A,Richard Robson Brettell,0.00,review
1054,Richard Robson,OL3967415A,Richard Robson Brettel,0.00,review
1054,Richard Robson,OL2917825A,"Richard; Robson, Graham Langworth",0.00,review
1054,Richard Robson,OL11286777A,Robson Richard Duvoisin,0.00,review
1054,Richard Robson,OL3678056A,Richard William Robson,0.00,review
1054,Richard Robson,OL13055352A,Richard H. Robson,0.00,review
1054,Richard Robson,OL5906325A,Richard Sheppard Robson and Partners.,0.00,review
1054,Richard Robson,OL5944653A,"Richard Sheppard, Robson and Partners.",0.00,review
1054,Richard Robson,OL4527104A,"Richard Sheppard, Robson & partners (Chartered Architects)",0.00,review
1054,Richard Robson,OL3573331A,Richard M. And Graham Robson Langworth,0.00,review
151,Robert C. Richardson,OL2634772A,Robert C. Richardson,0.25,review
151,Robert C. Richardson,OL7296620A,Robert C. Richardson,0.25,review
151,Robert C. Richardson,OL10142061A,Robert C. Richardson Dr.,0.00,review
151,Robert C. Richardson,OL12494346A,"Alan Giambattista, Betty Richardson, Robert C. Richardson",0.00,review
151,Robert C. Richardson,OL13850361A,"Alan Giambattista,Robert C. Richardson,Betty Richardson",0.00,review
151,Robert C. Richardson,OL12985929A,"Alan Giambattista, Betty McCarthy Richardson, Robert C Richardson",0.00,review
151,Robert C. Richardson,OL7823066A,"Robert C. Richardson, Jr., Lt. General, USA, Commanding",0.00,review
151,Robert C. Richardson,OL25931A,Hans Christian Andersen,0.00,review
151,Robert C. Richardson,OL1380144A,"Richardson, Robert C.",0.00,review
151,Robert C. Richardson,OL2328894A,"Richardson, Robert C.",0.00,review
151,Robert C. Richardson,OL648264A,"Richardson, Robert C.",0.00,review
151,Robert C. Richardson,OL12253650A,"Giambattista, Alan, Richardson, Betty Kehl, Richardson, Robert C.",0.00,review
151,Robert C. Richardson,OL11424387A,"Blocker, Clyde E. plummer, Robert H. And Richardson, Richard C.",0.00,review
271,Robert Huber,OL2746815A,Robert Huber,0.25,review
271,Robert Huber,OL14199331A,Robert Huber,0.25,review
271,Robert Huber,OL14199332A,Robert Huber,0.25,review
271,Robert Huber,OL4765677A,Robert Huber,0.25,review
271,Robert Huber,OL14199227A,Julius Robert Huber,0.00,review
271,Robert Huber,OL14909211A,Julius Robert Huber,0.00,review
271,Robert Huber,OL14199530A,Walter Hugo Robert Huber,0.00,review
271,Robert Huber,OL950037A,Robert T. Huber,0.00,review
271,Robert Huber,OL35024A,Robert Fairchild Huber,0.00,review
271,Robert Huber,OL3875729A,Robert C. Huber,0.00,review
271,Robert Huber,OL1426296A,Robert B. Huber,0.00,review
271,Robert Huber,OL9515172A,Robert T. Huber,0.00,review
271,Robert Huber,OL3133154A,"Robert, Louis Huber",0.00,review
271,Robert Huber,OL5481464A,Robert B Huber,0.00,review
271,Robert Huber,OL7506357A,Robert V Huber,0.00,review
271,Robert Huber,OL13894264A,Robert Alexander Huber,0.00,review
271,Robert Huber,OL14368425A,Robert Charles Huber,0.00,review
271,Robert Huber,OL6421152A,Robert K. Huber,0.00,review
271,Robert Huber,OL4863430A,Robert D. Huber,0.00,review
271,Robert Huber,OL8179102A,Robert V. Huber,0.00,review
112,Robert Woodrow Wilson,OL4380254A,Robert Woodrow Wilson,0.25,review
422,Roger W. Sperry,OL15443216A,roger w. sperry,0.25,review
456,Rolf M. Zinkernagel,OL3143162A,Rolf M. Zinkernagel,0.25,review
413,Rosalyn Yalow,OL12269626A,"Berson, S.A., Yalow, Rosalyn S.",0.00,review
791,Roy J. Glauber,OL3177260A,Roy J. Glauber,0.25,review
791,Roy J. Glauber,OL7578047A,Roy J. Glauber,0.25,review
76,Rudolf Mössbauer,OL5349983A,Rudolf Ludwig Mössbauer,0.00,review
76,Rudolf Mössbauer,OL13096917A,Rudolf M. Mossbauer,0.00,review
742,Ryoji Noyori,OL710293A,Ryoji Noyori,0.25,review
742,Ryoji Noyori,OL5953489A,Ryōji Noyori,0.00,review
875,Shinya Yamanaka,OL7995093A,Shinya Yamanaka,0.25,review
908,Shuji Nakamura,OL382945A,Shuji Nakamura,0.25,review
908,Shuji Nakamura,OL7556815A,Shuji Nakamura,0.25,review
84,Sin-Itiro Tomonaga,OL3287065A,Sin-itiro Tomonaga,0.25,review
84,Sin-Itiro Tomonaga,OL11452641A,Sin-Itiro Tomonaga,0.25,review
84,Sin-Itiro Tomonaga,OL11471299A,Sin Itiro Tomonaga,0.25,review
84,Sin-Itiro Tomonaga,OL13393385A,Sin-itiro & Koshiba (Trans) Tomonaga,0.00,review
910,Stefan W. Hell,OL7921483A,Stefan W. Hell,0.25,review
1053,Susumu Kitagawa,OL3882716A,Susumu Kitagawa,0.25,review
919,Takaaki Kajita,OL8088910A,Takaaki Kajita,0.25,review
919,Takaaki Kajita,OL12908633A,Kajita Takaaki,0.00,review
736,Tim Hunt,OL7660587A,Tim Hunt,0.25,review
736,Tim Hunt,OL532602A,Tim Hunt,0.25,review
736,Tim Hunt,OL7282282A,Andrew Murray & Tim Hunt,0.00,review
736,Tim Hunt,OL14716521A,Tim and Kathy Hunt,0.00,review
424,Torsten N. Wiesel,OL2664606A,Torsten N. Wiesel,0.25,review
218,Vincent du Vigneaud,OL2262622A,Vincent Du Vigneaud,0.25,review
218,Vincent du Vigneaud,OL16182071A,Vincent du Vigneaud,0.25,review
255,Walter Gilbert,OL8125958A,Walter Gilbert,0.25,review
255,Walter Gilbert,OL2710532A,Hugh Cook,0.00,review
255,Walter Gilbert,OL1911385A,Walter Gilbert Johnson,0.00,review
255,Walter Gilbert,OL5275338A,Walter Gilbert Hartley,0.00,review
255,Walter Gilbert,OL2510913A,V. Walter Gilbert,0.00,review
255,Walter Gilbert,OL8020044A,Thomas Walter Gilbert,0.00,review
255,Walter Gilbert,OL10564044A,Thomas Walter Gilbert,0.00,review
255,Walter Gilbert,OL12517413A,Walter Gilbert Johnson,0.00,review
255,Walter Gilbert,OL2976893A,"Henry & Crane, Walter. Gilbert",0.00,review
255,Walter Gilbert,OL11514931A,"Strindberg, August Johnson, Walter Gilbert, ; Stockholm.",0.00,review
255,Walter Gilbert,OL2537927A,Walter B. Gilbert,0.00,review
255,Walter Gilbert,OL224724A,Gilbert G. Walter,0.00,review
255,Walter Gilbert,OL5565823A,Francis Gilbert Walter,0.00,review
255,Walter Gilbert,OL10361155A,Walter B. Gilbert,0.00,review
255,Walter Gilbert,OL118006A,Walter Edwin Gilbert,0.00,review
255,Walter Gilbert,OL6396624A,"Gilbert, Walter Edwin",0.00,review
255,Walter Gilbert,OL5863215A,Gilbert Walter Kirby,0.00,review
255,Walter Gilbert,OL4790532A,Walter Edwin Gilbert,0.00,review
255,Walter Gilbert,OL7847156A,Gilbert G Walter,0.00,review
255,Walter Gilbert,OL15231131A,Walter L. Gilbert,0.00,review
414,Werner Arber,OL6902172A,Werner Arber,0.25,review
916,William C. Campbell,OL2263162A,William C. Campbell,0.25,review
916,William C. Campbell,OL13529976A,William C Campbell,0.25,review
916,William C. Campbell,OL7348178A,William C. Campbell,0.25,review
916,William C. Campbell,OL13647928A,W. C. (William C.) Campbell,0.00,review
916,William C. Campbell,OL12343049A,W. C. (William C. ) Campbell,0.00,review
916,William C. Campbell,OL115280A,"Binkley, William C.",0.00,review
916,William C. Campbell,OL857105A,"Campbell, William C. II.",0.00,review
916,William C. Campbell,OL16231236A,"Preston, William C. (William Campbell), 1794-1860.",0.00,review
741,William Knowles,OL4874425A,William Knowles,0.25,review
741,William Knowles,OL4852359A,William Knowles,0.25,review
741,William Knowles,OL4874556A,William Knowles,0.25,review
741,William Knowles,OL4874804A,William Knowles,0.25,review
741,William Knowles,OL6434792A,Alan William Knowles,0.00,review
741,William Knowles,OL4865985A,George William Knowles,0.00,review
741,William Knowles,OL2268818A,Francis Gerald William Knowles,0.00,review
741,William Knowles,OL6868179A,Clyde Allison,0.00,review
741,William Knowles,OL10710897A,William C. Knowles,0.00,review
741,William Knowles,OL7195383A,William J. Knowles,0.00,review
741,William Knowles,OL2279419A,William H. Knowles,0.00,review
741,William Knowles,OL4348967A,William Edgar Knowles Middleton,0.00,review
741,William Knowles,OL10505108A,William Henry Knowles,0.00,review
741,William Knowles,OL120108A,William Standish Knowles,0.00,review
741,William Knowles,OL2111388A,William Plenderleith Knowles,0.00,review
741,William Knowles,OL2509145A,William Pitcairn Knowles,0.00,review
741,William Knowles,OL6550624A,William C. Knowles,0.00,review
741,William Knowles,OL5788992A,William Plenderbeith Knowles,0.00,review
741,William Knowles,OL6728916A,William Clark Knowles,0.00,review
741,William Knowles,OL2444024A,"Knowles, William poet.",0.00,review
249,William Lipscomb,OL5166829A,William Lipscomb,0.25,review
249,William Lipscomb,OL13543274A,William Lipscomb,0.25,review
249,William Lipscomb,OL3506765A,Stephen William Lipscomb,0.00,review
249,William Lipscomb,OL2198465A,William N. Lipscomb,0.00,review
249,William Lipscomb,OL9184951A,William Lowndes Lipscomb,0.00,review
249,William Lipscomb,OL4371037A,William Percy Lipscomb,0.00,review
249,William Lipscomb,OL1780610A,William R. Lipscomb,0.00,review
249,William Lipscomb,OL890207A,William Lowndes Lipscomb,0.00,review
249,William Lipscomb,OL15963846A,"Lipscomb, William 1754-1842",0.00,review
826,Yoichiro Nambu,OL7047907A,Yoichiro Nambu,0.25,review
826,Yoichiro Nambu,OL7585768A,Yoichiro Nambu,0.25,review
794,Yves Chauvin,OL9489359A,Yves Chauvin,0.25,review
